ep_rew_mean,time_elapsed,total_timesteps
737,9186,491000
,,
737,9195,491500
,,
737,9204,492000
,,
737,9213,492500
,,
737,9222,493000
,,
737,9231,493500
,,
737,9241,494000
,,
737,9250,494500
,,
737,9259,495000
,,
737,9268,495500
,,
737,9277,496000
,,
737,9287,496500
,,
737,9297,497000
,,
737,9308,497500
,,
737,9317,498000
,,
737,9326,498500
,,
737,9335,499000
,,
737,9344,499500
,,
737,9353,500000
,,
737,9362,500500
,,
737,9371,501000
,,
737,9381,501500
,,
737,9390,502000
,,
737,9399,502500
,,
737,9408,503000
,,
737,9417,503500
,,
737,9427,504000
,,
737,9438,504500
,,
737,9447,505000
,,
737,9456,505500
,,
737,9465,506000
,,
737,9474,506500
,,
737,9483,507000
,,
737,9493,507500
,,
737,9502,508000
,,
737,9511,508500
,,
737,9520,509000
,,
737,9529,509500
,,
737,9538,510000
,,
737,9547,510500
,,
737,9557,511000
,,
737,9568,511500
,,
737,9577,512000
,,
737,9586,512500
,,
737,9595,513000
,,
737,9604,513500
,,
737,9614,514000
,,
737,9623,514500
,,
737,9632,515000
,,
737,9641,515500
,,
737,9650,516000
,,
737,9659,516500
,,
737,9669,517000
,,
737,9678,517500
,,
737,9689,518000
,,
737,9699,518500
,,
737,9708,519000
,,
737,9717,519500
,,
737,9727,520000
,,
737,9736,520500
,,
737,9745,521000
,,
737,9754,521500
,,
737,9763,522000
,,
737,9773,522500
,,
737,9782,523000
,,
737,9791,523500
,,
737,9800,524000
,,
737,9810,524500
,,
737,9822,525000
,,
737,9831,525500
,,
737,9840,526000
,,
737,9850,526500
,,
737,9859,527000
,,
737,9868,527500
,,
737,9877,528000
,,
737,9886,528500
,,
737,9896,529000
,,
737,9905,529500
,,
737,9914,530000
,,
737,9923,530500
,,
737,9933,531000
,,
737,9942,531500
,,
737,9954,532000
,,
737,9963,532500
,,
737,9972,533000
,,
737,9981,533500
,,
737,9991,534000
,,
737,10000,534500
,,
737,10009,535000
,,
737,10018,535500
,,
737,10027,536000
,,
737,10036,536500
,,
737,10045,537000
,,
737,10055,537500
,,
737,10064,538000
,,
737,10073,538500
,,
737,10086,539000
,,
737,10095,539500
,,
737,10104,540000
,,
737,10113,540500
,,
737,10122,541000
,,
737,10131,541500
,,
737,10141,542000
,,
737,10150,542500
,,
737,10159,543000
,,
737,10168,543500
,,
737,10177,544000
,,
737,10186,544500
,,
737,10195,545000
,,
737,10204,545500
,,
737,10216,546000
,,
737,10225,546500
,,
737,10234,547000
,,
737,10243,547500
,,
737,10253,548000
,,
737,10262,548500
,,
737,10271,549000
,,
737,10280,549500
,,
737,10289,550000
,,
737,10298,550500
,,
737,10307,551000
,,
737,10317,551500
,,
737,10326,552000
,,
737,10335,552500
,,
737,10347,553000
,,
737,10356,553500
,,
737,10365,554000
,,
737,10374,554500
,,
737,10383,555000
,,
737,10392,555500
,,
737,10401,556000
,,
737,10411,556500
,,
737,10420,557000
,,
737,10429,557500
,,
737,10438,558000
,,
737,10447,558500
,,
737,10456,559000
,,
737,10467,559500
,,
737,10479,560000
,,
737,10488,560500
,,
737,10497,561000
,,
737,10506,561500
,,
737,10515,562000
,,
737,10525,562500
,,
737,10534,563000
,,
737,10543,563500
,,
737,10552,564000
,,
737,10561,564500
,,
737,10571,565000
,,
737,10580,565500
,,
737,10589,566000
,,
737,10601,566500
,,
737,10610,567000
,,
737,10619,567500
,,
737,10628,568000
,,
737,10637,568500
,,
737,10646,569000
,,
737,10656,569500
,,
737,10665,570000
,,
737,10674,570500
,,
737,10683,571000
,,
737,10692,571500
,,
737,10701,572000
,,
737,10711,572500
,,
737,10720,573000
,,
737,10732,573500
,,
737,10741,574000
,,
737,10750,574500
,,
737,10759,575000
,,
737,10768,575500
,,
737,10778,576000
,,
737,10787,576500
,,
737,10796,577000
,,
737,10805,577500
,,
737,10814,578000
,,
737,10823,578500
,,
737,10832,579000
,,
737,10842,579500
,,
737,10851,580000
,,
737,10863,580500
,,
737,10872,581000
,,
737,10882,581500
,,
737,10891,582000
,,
737,10900,582500
,,
737,10910,583000
,,
737,10919,583500
,,
737,10928,584000
,,
737,10937,584500
,,
737,10946,585000
,,
737,10955,585500
,,
737,10964,586000
,,
737,10973,586500
,,
737,10982,587000
,,
737,10994,587500
,,
737,11004,588000
,,
737,11013,588500
,,
737,11022,589000
,,
737,11031,589500
,,
737,11040,590000
,,
737,11049,590500
,,
737,11059,591000
,,
737,11068,591500
,,
737,11077,592000
,,
737,11086,592500
,,
737,11095,593000
,,
737,11104,593500
,,
737,11113,594000
,,
737,11125,594500
,,
737,11134,595000
,,
737,11144,595500
,,
737,11153,596000
,,
737,11162,596500
,,
737,11171,597000
,,
737,11180,597500
,,
737,11189,598000
